transaction_amount,hour_of_day,is_weekend,num_items,customer_age,prev_transactions,distance_from_home,device_type,network_quality,is_first_transaction,store_type,velocity_score,is_fraud
200.5102269,3,0,2,26.24984789,0,17.74412354,0,53.49003736,0,1,,1
11.18823836,3,0,2,42.531181,9,,0,75.43776635,0,0,4.580686251,0
100.0602738,2,0,3,44.27862926,1,21.05842592,0,82.15582138,1,0,5.643191,0
61.00735269,3,0,3,,,48.33771664,0,75.6914801,0,0,,1
134.2794873,3,0,3,30.82216162,3,8.055424419,0,52.36814221,0,1,4.430141354,0
99.0743432,1,0,4,18,1,66.71244303,0,95.24467961,0,0,1.719697907,0
30.52137666,2,0,3,40.75514344,19,10.6506932,2,56.74723772,0,0,7.901328713,0
125.9396509,1,0,2,21.02520822,,4.455342942,1,56.11695054,0,0,5.526107839,0
107.1793968,1,0,2,29.59668097,4,51.8092729,0,90.19331976,0,0,3.296427088,1
143.8357093,1,0,0,19.84657387,5,4.067715779,0,57.64813301,0,0,7.342753626,0
119.5563938,3,0,8,27.65881562,0,18.60575568,1,61.29629528,0,1,6.173871483,0
88.78405146,3,0,3,,1,38.1325713,2,42.66390912,0,1,,0
76.6905694,,0,1,22.35977138,3,,2,63.43595342,0,0,5.673387609,0
127.3142124,3,0,3,42.23253774,4,1.998974056,2,60.96564975,0,1,,0
157.1877022,2,0,5,23.02456542,10,21.50329716,1,97.73384236,0,1,3.995041222,0
44.99228835,1,0,3,,3,3.861485271,0,92.56728827,0,0,8.012683439,0
94.82843879,2,0,3,49.03347726,2,1.395594529,0,69.78676679,0,0,4.948855464,0
,2,0,6,43.20231615,,5.629218848,1,73.66169273,1,0,5.474550281,0
177.3752601,2,0,5,41.01782136,5,17.45480001,2,84.22970865,0,0,3.569189658,0
114.5473682,3,1,1,,4,30.50196252,1,100,0,1,7.88362375,1
166.9663295,1,0,2,60.09575962,6,13.65554485,1,88.35446149,0,0,6.302129954,0
51.81205369,1,0,3,41.13986712,4,1.352455271,1,81.02555574,0,0,5.06027749,0
79.32674194,2,0,1,29.89949462,2,,0,60.62341677,1,1,3.443634807,0
35.4719289,3,0,2,18,4,3.679999147,0,64.9319977,0,0,4.688029673,0
82.19539757,3,0,3,27.20826216,7,,0,63.16525605,1,0,5.675159461,1
94.34359737,1,0,6,36.28268175,5,23.15324288,0,85.35614867,0,0,6.362762061,0
220.1707793,3,1,3,53.96129594,0,6.609438028,1,61.49354467,0,1,0.67567588,0
188.6125798,2,0,3,47.48948224,6,41.63610547,1,100,1,0,,0
112.8599485,2,0,6,32.40220385,17,,0,39.25387484,0,1,6.290533727,0
,2,0,4,37.76586763,6,11.75169423,2,100,0,1,6.49941332,0
32.73322563,1,0,4,22.08850225,7,11.76221736,0,78.14193604,0,1,5.913037094,0
99.59433992,2,0,3,57.30116239,7,14.95429676,2,,0,0,2.69825075,0
119.9614096,1,0,,,2,53.09162369,0,71.52360987,0,1,1.480622063,0
1,2,0,3,45.49984843,7,27.30802635,0,99.41622711,0,0,3.935493223,0
159.336731,1,0,3,38.83352782,,39.9570359,0,100,0,1,5.697270087,0
154.2099122,1,0,3,34.77833753,8,23.08145855,0,81.19803251,0,1,6.296353882,0
143.6412176,2,0,0,26.35003031,,24.75344528,0,98.29721565,0,0,4.1041975,1
128.5306499,3,0,3,,0,80.84103906,0,100,0,1,5.430067603,0
148.2077942,3,0,1,47.00625775,1,7.707952019,1,90.00079499,0,0,5.590624259,0
22.8440886,,0,3,55.90551362,3,43.58431337,0,69.89132949,0,1,5.639032314,0
,2,0,3,18,3,13.22448195,0,41.42712428,0,0,6.541292054,0
106.4593737,1,0,4,,,5.636369486,0,73.36785457,0,0,4.193065957,0
68.33636476,2,0,2,18,5,7.284210758,1,60.46258175,0,0,5.26738738,0
50.88482098,2,0,2,48.3500683,,,1,61.1185169,0,0,6.854005601,0
59.06974867,1,0,,43.44117658,4,47.03859604,0,100,0,0,5.280543553,0
69.41201802,2,0,1,24.82918081,0,10.55219974,0,58.13995529,0,0,8.237651216,0
,2,0,3,47.21029678,0,5.960172266,0,62.63536678,0,0,7.312942742,0
88.94787682,2,0,,31.95161187,0,,2,99.29465114,0,0,6.057037702,0
112.1561729,1,0,2,50.8726163,12,17.72494994,,64.65652497,0,1,6.654786492,0
,3,0,2,,4,1.195156345,1,51.09648794,0,,2.997760843,0
102.7501468,2,1,2,,0,,0,,0,1,4.982259358,0
171.4380081,2,1,5,23.30048058,4,27.33257438,0,86.05999448,0,1,3.697918937,0
67.09417555,1,0,2,32.71034313,1,6.483147044,1,37.23629756,0,1,2.656063465,0
69.41154545,3,0,3,31.36662852,0,,1,55.56518989,0,0,4.112013498,0
202.6486012,2,1,5,34.35787733,1,43.80771743,0,63.53247019,0,0,3.840109419,1
94.93596406,3,0,4,18,8,,1,81.322687,1,1,4.213069607,0
148.790836,2,1,3,54.07313613,1,15.2014124,1,43.53928193,0,1,5.009790129,0
63.24415996,3,0,1,47.90747452,4,9.74083662,1,71.7093499,0,0,5.266344522,0
155.1966773,2,0,4,35.272236,5,,0,69.90279694,0,0,2.545115646,0
121.8279902,1,0,,,6,,1,,0,0,7.329028064,0
130.7683742,3,0,5,39.78849814,,,,,0,1,7.042203049,0
91.50738212,3,0,4,43.80195616,4,,2,,0,0,4.492887383,0
43.11571648,3,0,3,57.30240797,4,41.31928482,0,83.26770058,0,0,4.262704758,1
14.91670709,3,0,4,22.9183541,3,2.917307098,0,100,0,0,5.032498754,0
99.60136793,2,0,1,29.07583654,3,35.35124194,2,42.41027592,0,0,4.292329414,0
123.3215644,2,0,3,19.42880842,5,4.767464919,0,71.42508244,0,1,,0
,3,0,3,21.46919904,0,2.896927905,0,82.84341173,1,,5.846754122,0
144.759661,1,0,2,60.34231056,1,2.12603813,0,56.53428635,0,1,5.783122578,0
70.64423647,2,0,2,44.03689971,6,0.979670306,0,81.6971803,0,1,6.175179712,0
69.38816327,3,0,0,43.50299997,0,10.83692138,0,53.0969203,0,0,4.447753626,0
1,2,0,4,19.31446316,,,2,68.31218472,0,1,,0
133.2962126,1,0,8,50.11448099,12,4.127058648,1,68.12210809,0,0,,0
56.58536341,1,0,3,29.13554443,3,13.06828095,2,98.1439942,0,0,8.364431667,0
113.4296139,2,0,3,24.86877343,1,14.19140615,2,69.42670053,0,0,4.265483504,0
152.0862332,1,0,2,30.29021595,1,,1,,0,0,,1
105.5461295,2,0,1,29.59537327,,20.38028836,0,52.26768413,0,0,5.04939068,0
42.58683556,1,0,2,23.66311663,0,30.05839031,1,,0,1,1.190038152,0
124.7840944,2,0,3,,4,11.95599283,1,,0,0,,0
74.26086625,3,0,3,49.17059454,3,0.038858402,0,69.56550213,0,0,3.305652561,1
56.10087066,2,0,4,18,4,37.2801649,0,75.06319513,1,0,7.321470711,0
111.9928873,2,0,2,27.72327405,5,31.91116117,2,93.72449586,0,0,5.615705383,0
246.7828951,3,0,3,29.23125574,,14.52704631,2,92.06703039,0,1,6.435481834,0
112.9384903,2,0,3,35.78622324,0,31.14882423,0,100,0,0,4.535535235,1
135.8771128,2,0,3,22.52670188,0,5.423038473,0,48.84794235,1,1,6.76262813,1
176.9571173,2,0,2,,0,17.86533427,0,77.31871076,0,0,7.447445619,0
142.7262614,,0,3,37.25010714,7,1.259983291,1,62.54156179,0,0,4.988748066,0
159.5949667,2,0,1,29.16399607,5,23.67494438,1,99.02363965,,0,6.250727465,0
,3,0,5,40.53535049,11,35.37239164,0,90.12488086,1,0,6.720706283,1
1,3,0,2,54.62192889,9,45.91439819,2,54.07890997,0,0,4.796242373,0
62.2862075,1,0,5,28.02255699,3,,1,70.81563337,0,1,1.390834229,0
168.4850554,2,0,0,19.41672228,,56.35423417,0,53.149849,0,0,4.664845103,1
186.5584816,2,1,1,53.22992198,5,4.627343169,0,97.8390823,0,1,4.670632547,0
147.8895807,3,0,2,45.88282199,0,,2,75.48701691,0,1,5.112379555,0
88.51001847,1,1,4,,4,0.499794117,0,54.57291403,0,0,7.354172642,0
88.82637474,3,1,3,27.16095613,2,33.64981732,0,54.59508472,0,0,6.338031911,0
204.4187352,,0,4,43.27502311,9,,0,100,0,0,5.640492511,0
102.3039611,1,0,2,35.2074163,,57.05128004,1,100,0,0,7.512605878,0
124.7902511,3,0,3,,10,1.519376457,2,91.7636133,0,1,5.852487185,0
1,2,0,4,41.10995216,0,70.54828324,2,60.77679491,0,1,4.7745296,0
152.0215446,2,0,1,50.3588738,1,38.28563811,0,100,0,0,,0
48.1928214,3,0,2,47.32410628,2,52.97180182,1,84.87466304,0,0,8.779148143,0
108.6590463,2,0,3,,9,,1,82.7483824,1,1,1.865284375,0
106.4610591,2,0,3,23.84761222,5,6.180481113,0,81.95418464,0,0,,0
24.84285234,3,0,2,42.47420105,3,46.21440503,0,42.52616569,0,1,3.6943279,0
62.6272173,,0,,37.95732959,9,3.192458744,2,,0,0,5.929811805,0
90.2865434,3,0,,29.85815148,4,1.961737691,1,73.42560653,0,0,,0
96.12782696,3,1,2,21.13722517,0,15.39439129,1,93.72967555,0,0,6.098828245,0
87.19101238,2,0,3,38.45488705,5,87.99824199,0,69.1882804,0,1,,0
170.6013439,3,0,1,26.76021542,3,30.01547904,0,59.76280234,0,0,4.315101616,0
120.3028061,3,0,6,30.72644604,10,2.428939566,0,71.76434397,1,1,3.213237592,0
135.3615687,2,1,0,,1,12.37450172,0,100,0,0,,0
99.38766136,3,0,5,43.10004423,6,26.36484255,0,100,,1,8.529939989,0
117.7806674,3,0,4,18,2,9.075708115,0,79.12999031,0,0,1.740108194,0
101.116962,,0,2,,3,10.85837765,1,100,1,0,4.527483125,0
209.2547448,2,0,3,,5,,1,77.14229153,0,0,,0
65.16140908,3,0,4,23.06527888,6,17.97540494,0,100,0,1,9.172029554,0
142.0321774,2,0,2,27.60187424,2,46.89331774,1,92.42896423,0,0,4.186120529,1
110.1731818,2,0,5,36.30722012,0,28.30789469,1,59.0777824,0,1,4.39850903,0
152.3658853,3,1,2,,2,,0,83.84816388,,0,5.3847229,0
68.23188056,,1,5,33.02939315,1,3.565266334,2,71.57005651,0,0,6.280825141,0
97.15271881,1,0,1,38.34121249,,4.394406869,0,95.3738837,0,0,2.522809028,0
72.49423585,2,0,3,,10,5.593104218,2,75.25392557,0,1,2.395400145,0
109.6794956,1,0,2,41.35320249,2,6.562437983,,95.45656902,0,0,4.390056925,0
49.79727016,3,0,7,33.97112766,2,2.371353526,1,100,0,0,3.717531345,0
50.20923026,2,0,1,70.70658741,7,72.04930317,0,93.36695875,0,0,7.1873891,0
112.6868648,2,0,3,38.4038844,1,2.429644612,2,67.33418082,0,1,4.042886273,0
99.32513876,2,0,3,27.86621101,,23.60728783,2,78.41211172,0,0,,0
64.35771087,3,0,2,,,,2,92.07521907,0,1,7.694645614,0
161.5351452,1,0,5,27.57166634,0,8.83261322,1,54.10352843,1,0,-0.45034985,1
45.69727089,1,0,4,18,0,15.59964996,1,69.92804492,0,0,,0
119.9843976,2,0,5,28.73925995,6,33.62425498,0,98.76402647,0,1,,0
97.30475755,,0,0,21.42868074,1,26.46030713,1,84.87740634,1,0,3.811212702,1
79.35010889,1,0,5,34.48094705,2,45.65269171,0,68.97612742,0,1,6.045604961,0
,,0,4,,2,10.37731474,1,100,0,0,6.477423661,0
56.60387686,1,0,4,18,1,,0,,0,,4.391839457,0
87.93711727,2,0,3,20.79979033,14,4.848713267,,95.79357258,0,0,3.850387849,0
153.0685482,3,0,4,42.78016756,0,5.592026173,0,57.81049252,0,0,4.068695221,0
129.9788771,2,0,3,35.19292828,5,24.31071533,1,50.42775964,1,0,6.602024361,0
62.53211553,2,0,1,37.71662694,5,2.771297297,0,,0,0,,0
101.3102376,1,0,3,24.19345673,1,25.36295843,2,82.35114667,0,0,5.744077403,0
125.2867716,,0,0,43.09361682,4,30.49779737,0,,0,0,8.067852838,1
157.1411407,1,0,3,27.92213678,6,18.77512911,0,81.09270781,1,0,4.227964045,0
42.56029824,3,1,5,37.93861243,1,16.85134601,1,,0,0,5.328117753,0
137.5289584,2,1,,18.55794867,2,9.365985874,1,89.99433969,0,1,3.846180004,0
126.8326376,3,0,1,47.46894552,13,31.45071239,0,86.98105635,0,0,9.19324471,1
150.7185033,3,0,1,37.04899428,0,39.54723387,1,86.67606236,1,1,,0
70.99733793,2,0,2,18.23542105,0,29.9107551,0,,0,1,1.286426212,1
55.52427852,2,0,2,,8,3.152892366,0,55.45241236,0,1,4.417376971,1
141.7846056,2,0,1,53.73565478,0,27.11749451,0,50.42473937,1,0,-0.016009809,0
152.2080439,3,1,1,20.96326992,1,36.3700153,0,51.85354922,0,1,7.781421246,0
137.543639,2,1,1,22.85524925,13,,1,76.70598848,0,0,5.788114287,0
138.293914,3,0,6,50.15169095,0,6.498364702,1,,0,0,,0
109.7740866,2,0,2,18,4,13.85449867,2,57.92481046,0,0,2.534044321,0
,2,1,2,26.3546201,0,36.15461521,1,86.56863568,0,0,2.864749902,0
29.62441526,2,1,3,,0,7.902221768,0,67.74478016,0,,6.385931805,1
71.04379452,3,0,5,18,0,26.0420647,2,67.33535324,0,0,3.420663832,0
192.4304417,1,0,3,28.33544424,10,21.07098846,0,59.37612168,0,1,6.133992988,0
227.4504854,2,,1,41.69310914,3,28.40106398,0,87.5602678,1,0,3.182919789,0
,1,0,3,33.46007058,,18.95564394,0,100,0,1,5.949771671,0
1,3,0,2,37.83007359,16,50.61371638,2,85.16773315,0,1,3.356961793,0
204.7921751,2,0,1,53.67328367,1,9.884600413,0,56.00136009,0,1,8.722324645,1
118.8204763,3,0,3,36.60290747,2,18.5030737,0,46.50636848,1,0,7.995118335,0
105.4541485,3,0,2,35.76350133,0,0.508491921,2,67.42350132,1,1,,0
77.00703688,2,0,5,28.43332843,8,,1,82.00327567,0,0,4.185333877,0
92.65732394,2,0,2,61.12868365,1,,0,79.59441925,0,,4.082981589,0
54.89742228,2,0,4,55.75247082,1,41.29782899,2,63.48758762,0,0,5.445547313,0
120.1637282,2,0,2,34.06388273,0,2.007496478,0,100,0,1,4.216185791,1
30.48890374,3,0,3,25.95016423,8,8.799135408,0,61.75436852,0,1,7.879233915,0
138.3040139,3,0,1,18,12,3.697268578,0,65.76148936,0,1,3.917043086,0
103.9900742,2,0,3,41.91398953,16,43.21632756,0,73.43977142,0,0,4.533789714,0
105.5443191,1,0,6,33.94398722,2,4.105116355,1,73.00781013,0,0,4.022188511,0
49.87353177,2,0,3,45.91403531,1,4.818517636,0,53.07055949,0,0,,0
95.69651536,1,0,0,20.6057543,6,15.27433073,1,74.89602795,0,1,6.324733946,0
111.5803737,2,1,2,,2,9.04782302,0,57.75470967,0,1,,0
158.3185273,2,0,5,45.81143367,0,41.49053953,2,85.19522166,0,0,5.927832798,0
85.24550429,2,0,2,34.13706754,0,34.78811792,0,80.93056206,0,0,7.4603149,0
1,2,0,5,38.25467571,9,61.51820924,1,81.71104569,0,0,4.967046808,0
47.49296302,3,0,3,,1,170.1010159,0,100,0,0,7.249816166,0
181.7898903,3,0,5,21.75578056,1,69.27739687,0,83.10459235,0,0,0.250675137,0
125.0891368,2,0,3,52.01637914,,53.7948206,0,64.49717496,0,1,3.144218855,0
119.7901767,2,0,2,27.86439407,3,11.25207385,1,100,0,,3.955554884,0
63.34835022,2,0,4,46.59968261,0,3.489280086,0,87.74599956,0,0,7.749734542,0
138.9468252,2,0,4,67.85793844,4,1.631920404,0,36.03057952,0,0,4.035606414,0
142.5039666,2,1,3,35.47814152,1,5.916577019,0,54.15713321,1,1,5.904237761,0
96.52338569,2,0,3,,0,10.24630681,0,100,1,1,7.060236302,0
133.893766,1,0,2,62.5889156,6,,0,71.24030188,0,0,2.705650475,1
202.3431098,2,0,2,43.7048331,0,23.18871019,2,73.19027867,0,1,2.980026675,0
,1,,2,19.28562221,0,39.77649646,1,70.24847732,0,0,8.450473923,0
99.01811005,2,0,2,57.20444756,2,5.16450911,0,48.42267867,0,0,4.64976527,0
15.82809039,2,0,,63.29061946,5,11.4423577,1,93.26208974,,1,1.400731515,0
127.6149969,3,0,1,,3,29.94403385,1,91.19580311,0,0,6.715579066,0
72.24916492,2,1,6,48.34678737,5,24.42761891,0,90.72534536,0,0,7.09571962,0
86.77425793,1,0,,68.6813308,13,2.613667212,1,97.4440838,0,1,4.789809281,0
110.6646854,2,0,4,30.52721537,0,35.5445423,0,43.30881172,0,1,5.337065964,1
158.1688028,3,0,1,61.13921264,16,10.18182786,2,71.18817923,0,0,4.722968465,0
186.3481926,2,0,2,40.78600316,4,5.289500867,0,57.93159557,0,0,4.2008476,0
37.2538666,2,0,1,65.99823192,11,17.03046376,0,72.13729725,0,0,6.322168661,0
131.2059909,2,0,2,64.37982191,12,9.745450015,2,93.06752901,0,0,8.039889561,0
88.45327349,2,0,0,,6,21.89555411,0,100,0,1,5.109677989,1
42.61543051,2,0,5,23.11504534,15,48.16864907,1,78.01419211,0,1,5.235936023,0
125.2982777,3,0,2,46.07970245,24,,1,79.35966195,0,0,4.619236084,0
,2,0,5,23.55236505,0,11.92010786,0,88.1634775,0,0,3.737524347,0
118.9883818,2,0,2,37.04122023,3,47.83029647,0,66.57155843,0,1,4.235038914,0
77.19395863,2,0,3,31.33727343,0,54.26029618,1,65.77074718,0,1,2.880525166,0
23.12076018,2,0,1,44.93499992,2,22.01706133,1,59.43235373,1,1,,0
121.7987695,,0,0,18,1,1.531449734,2,44.71131338,0,0,7.809724415,1
77.31818062,1,0,2,45.79965194,1,0.862143734,0,45.36646158,0,0,4.964740686,0
173.7556182,,0,,54.1006121,1,40.64163922,2,52.20944955,0,1,6.496529491,0
68.42814863,2,0,0,27.40198261,7,8.35677679,0,36.57768819,0,0,4.30871624,0
97.21154612,1,,1,49.51377078,2,20.92035197,2,85.25210343,0,0,4.476684046,0
100.2114929,1,0,3,32.67752988,6,7.667680166,1,64.42960505,1,0,4.622264437,0
94.01901878,3,0,0,32.38901509,1,52.91603702,1,50.42096011,0,1,5.478719239,0
97.44406535,3,0,2,54.38351262,0,2.389831292,2,50.48487771,0,0,-0.416809208,0
,2,0,3,45.9105442,,2.952395353,0,57.44019966,,0,5.236404872,0
69.71922301,,0,1,54.41613534,2,87.40912861,0,44.04984148,0,0,4.407893005,0
48.50138626,1,0,,30.11605082,7,133.2371426,0,56.32292457,0,0,3.415039458,0
207.1135179,2,0,3,55.39395201,4,36.96742974,0,35.82284882,0,0,9.519207684,0
63.09714582,2,0,1,33.38098849,4,34.88196311,1,87.59932937,0,0,5.912807376,0
104.903377,2,0,7,45.8129573,4,51.5919406,2,87.0540987,0,0,2.034036921,0
148.6811125,3,0,2,30.210033,8,0.661428997,0,48.58311476,0,0,3.194861919,0
59.19225055,1,0,3,18,2,,2,97.27955409,0,0,7.898961533,0
170.9265673,1,1,0,38.23215139,5,10.71139464,0,80.02149125,0,1,1.917340053,1
112.4691842,3,0,0,,1,,0,89.10875519,0,0,4.748516871,0
88.47376874,,0,2,,4,,2,97.90887845,1,1,6.470101334,0
133.1772809,2,0,1,64.06999289,1,15.82127766,0,81.6636112,0,0,,0
83.88397654,2,0,2,21.59446535,2,3.260477788,0,100,0,0,,0
148.7598815,,0,5,67.46224715,3,5.635461983,0,84.05798885,0,0,3.964835774,0
109.5211945,3,0,3,51.63703554,3,0.371584391,0,24.40037549,0,0,4.762901913,0
156.9777768,1,0,2,35.07222426,5,31.63131699,2,47.2896829,0,1,5.453337463,0
,2,0,2,,7,,0,93.79322692,0,0,2.867346823,0
142.6386838,2,0,4,46.9518141,0,28.36493163,0,71.88068652,0,0,,0
81.41104942,1,0,3,26.65576465,0,1.021149824,2,93.44095081,0,0,5.057649992,0
40.83707437,2,1,2,,3,2.716867155,0,85.07407035,0,0,3.706126075,0
20.9404649,2,0,3,32.65608908,0,10.83858165,0,82.90993333,0,0,1.609652637,0
104.9943477,1,0,2,39.5295874,0,,1,78.32699084,0,1,,0
156.8657271,2,0,6,34.86718387,2,6.655643608,0,85.19707244,0,1,5.826588152,0
,1,1,3,18,2,,2,75.84717133,0,0,3.539791289,0
94.97621397,2,0,2,,3,2.514508554,2,81.70253539,0,0,4.015646123,0
207.1972045,3,1,3,46.04490301,0,36.99547545,1,78.08487542,0,0,,0
32.12412301,2,0,5,39.15983566,1,30.75894665,1,34.77959237,0,0,4.454124908,0
137.2095986,3,0,3,34.7904291,0,,0,76.51634639,0,0,,0
123.4489039,,0,5,53.23585879,3,5.802560651,0,76.07991763,0,0,6.817551667,0
95.95413312,1,0,2,47.68774101,14,27.50950625,2,82.2805835,0,1,6.028997707,0
,1,0,4,,10,24.94063436,0,87.30773873,0,1,5.584238746,1
136.5977751,2,0,,37.42181997,,0.743843939,0,88.02429481,,1,5.180093286,0
7.98668076,2,0,2,38.22219164,0,35.09467438,1,78.80354963,1,0,5.463574313,0
156.3025125,3,1,5,18,1,19.49648989,2,100,0,0,7.817352397,0
119.6936609,1,0,3,18,5,24.83957697,0,70.15713917,0,0,1.359792112,0
149.1926172,3,0,6,42.68934487,3,15.53681528,0,94.58170565,0,0,3.873616098,0
95.16199484,2,0,1,18,0,15.96364405,0,70.55414964,0,1,7.27871278,0
166.8484537,2,0,4,44.85170634,20,52.08193144,0,77.92556507,0,0,3.110893405,0
153.5075119,1,0,2,41.55913644,7,27.83327491,0,69.87014506,0,0,0.941610793,1
129.1013284,2,0,1,27.6160448,1,0.089278098,0,78.71513503,0,0,5.389768221,1
70.15526076,2,0,4,36.88110174,0,9.879919113,0,82.85254836,0,0,6.37760831,0
,3,0,1,22.22394341,5,,1,74.36575028,0,1,3.856694575,0
130.6386953,2,0,1,39.56301478,3,10.08614173,0,82.10308555,0,0,5.676436464,1
110.253767,2,0,2,65.68583404,1,19.35115902,2,82.07048518,0,1,2.398637952,0
104.1141995,2,,1,21.46853904,14,2.682234431,1,71.60835528,0,1,5.86749841,0
74.78509921,2,0,2,18,8,10.24846602,0,59.39374253,0,0,7.793051259,0
148.0993595,2,0,5,49.20016832,0,6.025219861,1,93.1684096,0,1,4.351807867,0
108.9957185,2,0,0,,4,5.397093862,0,100,0,1,2.005833415,0
66.42438965,3,0,4,18,7,3.323618284,2,66.97942449,0,0,7.18739179,0
66.11275147,2,0,2,47.28723189,6,,1,91.73579291,0,1,,0
12.61817451,2,0,1,,3,10.65889255,2,59.51306628,0,0,5.705066093,0
60.83733538,2,0,3,34.76483061,1,11.32743199,0,64.25277856,0,0,4.206820763,0
96.01793044,2,0,4,52.95845506,17,,2,66.29529374,0,0,3.029540149,0
54.56151646,,0,1,29.20864306,,17.86866187,1,98.55029675,0,0,6.01714737,0
208.4968294,3,,5,25.50628421,1,46.78077257,0,94.19152974,0,0,5.229751271,0
214.5955633,,0,1,18,,110.6744063,0,62.96401212,0,1,4.119624531,0
108.9947076,3,0,3,,0,17.32831892,0,,0,0,7.000108394,0
65.68604321,3,0,1,18,5,52.96964421,0,47.05597784,0,0,5.098442039,0
129.5327415,3,0,2,44.60281734,0,43.4701588,1,91.03657734,,0,4.562159142,1
104.6686187,2,0,2,31.78688899,1,,1,55.08067244,0,1,7.115177311,0
219.718095,2,0,6,,16,60.6620778,1,54.94573906,0,0,,0
141.3023586,1,0,3,18,3,21.50472766,0,86.19059746,0,0,5.903500699,0
179.7221196,2,0,2,18,9,23.32367521,2,75.13072167,1,0,3.815715496,0
61.2692515,2,0,5,51.66283277,2,,1,75.81354206,0,1,7.904167417,1
144.4815398,3,0,2,36.33180972,2,18.52987201,1,66.6900749,0,0,,0
110.8716437,3,0,3,33.53978282,7,10.6315795,0,95.13886022,0,1,4.539851172,0
12.88891537,2,0,1,35.96398057,1,13.18050189,1,94.93290591,1,0,4.380818274,0
121.0486472,2,0,4,33.03958682,0,3.964119991,0,85.20787045,0,1,3.987580509,0
107.9026745,3,0,1,52.25183946,0,83.27375793,1,94.27528615,0,0,6.160064922,0
106.867624,3,0,6,29.12919701,,7.259565863,1,77.95741642,0,0,4.705474039,0
79.65573777,2,0,2,,5,1.838976535,0,78.78199606,0,0,3.96251562,0
23.42323424,2,0,5,21.32396482,3,21.01644727,1,100,0,0,4.918709516,0
116.0796606,3,0,3,46.96114053,0,40.10718869,0,69.75420829,0,0,4.700197842,0
108.4680412,,0,3,24.11857278,4,0.983674715,2,58.13204781,0,0,6.21553751,0
110.4191404,1,0,0,36.76663546,7,1.936328376,1,95.83237042,0,0,7.244601103,0
70.97382751,1,,2,,3,25.99370802,1,91.40957541,0,1,4.931207432,0
185.5306686,2,0,7,49.03379109,1,58.95178985,1,83.68266014,0,0,5.806313096,0
38.1932102,2,1,3,34.70033321,9,,0,100,0,0,,0
40.27385301,2,0,1,33.73626672,4,89.29465942,2,76.58076969,0,0,6.092287825,1
92.0030735,2,0,2,24.07971642,0,1.073847124,0,69.54062628,0,0,6.181338947,0
112.8085303,2,0,,54.67360883,4,29.91610125,2,,0,0,5.875722651,0
118.7727929,1,1,3,60.44066024,,16.2420824,1,63.43339795,0,0,5.09671638,0
80.14423342,3,1,3,75.80696519,0,58.55668203,0,100,0,0,-0.122949112,0
163.1292052,3,0,2,41.35830377,0,11.25855102,0,,1,1,4.668898208,0
27.73973678,2,0,3,,,53.58441103,,82.40958697,0,0,7.135136807,0
52.49682513,1,0,4,46.59434557,2,42.71721042,0,100,0,0,4.141631353,0
,2,0,4,,3,4.496783105,1,100,0,0,5.032989349,0
148.1939558,3,0,4,37.4209537,0,6.177177297,0,66.00392519,0,0,,1
86.56771233,2,0,4,58.79003632,7,31.84676779,0,,0,0,5.520949624,0
152.003091,3,0,5,37.25027253,8,5.260513259,0,80.61849985,0,0,2.11549566,1
92.09230778,3,0,,52.49052509,,18.42379885,1,56.786008,0,0,5.749158062,0
98.04189423,2,0,3,35.01855526,4,9.25328446,1,98.46228373,0,0,5.562823356,0
73.77164931,2,0,3,28.3147565,2,16.91501771,1,52.3258884,0,0,7.970906713,0
142.9916781,2,0,2,42.53576274,3,54.11701383,0,74.22189731,0,0,,0
66.15389998,3,0,4,24.70641924,0,64.95970954,0,100,0,1,8.022465686,0
96.84384934,3,0,4,28.73759053,9,30.51745734,2,84.43694172,0,1,3.669869753,0
29.18864721,2,0,3,19.00646421,1,8.255018254,0,,1,1,6.163776873,1
80.40616173,3,0,6,,8,3.318274046,1,64.65622416,0,0,8.773483812,0
,2,0,6,41.55576798,11,5.860466068,0,76.43889317,0,0,6.288079411,0
132.8276804,2,0,1,25.47601265,3,3.993553082,0,100,0,0,4.843168928,0
47.07796832,2,0,7,47.0203495,5,12.42446593,1,67.06817791,0,1,6.078943864,0
81.64860805,3,0,3,67.27592449,2,11.99342014,0,51.75004382,0,0,3.240049384,0
104.3071942,2,0,2,37.10309786,6,29.77251983,0,67.33102001,0,0,,0
78.12708498,2,0,1,,5,4.809550402,0,74.34300349,1,0,4.449215899,0
,3,,3,27.36687207,3,49.72841876,0,63.7754197,0,1,7.041533232,0
123.5022094,2,,,21.59562921,4,16.81244621,0,100,0,0,7.211262989,0
122.2301334,3,0,2,51.52122851,5,2.161417384,0,100,0,0,4.244629873,0
104.2084115,2,0,7,42.39186393,1,46.4803832,0,93.01046948,0,0,5.618234199,0
56.80585197,3,0,3,,6,21.88326375,1,32.48502282,0,0,6.547499708,0
123.8120177,3,0,4,41.23733019,1,20.49107404,1,37.23929178,0,0,6.795519708,0
1,3,0,1,18,9,2.149757522,,100,0,0,6.517822849,0
93.02768622,2,0,7,29.25655259,8,50.4248657,0,44.70246386,0,0,6.910222347,0
13.71144376,1,0,1,,2,17.63734623,0,61.22663546,0,0,5.07061398,0
73.36372509,2,0,2,29.76279253,0,13.62845409,0,97.46316781,0,,6.160418155,0
43.71725161,,0,2,48.43167135,1,44.60385664,1,73.35898996,0,0,8.650915014,0
93.74127858,2,0,1,40.09329447,9,16.49273748,0,26.39601273,0,0,5.243881807,0
